datetime,temperature_2m,relative_humidity_2m,precipitation,snowfall,pressure_msl,wind_speed_10m,wind_gusts_10m,source
2024-01-01 00:00:00,-19.5,87,0.0,0.0,1027.1,5.0,12.2,era5
2024-01-01 01:00:00,-18.2,85,0.0,0.0,1027.2,6.4,11.5,era5
2024-01-01 02:00:00,-18.0,84,0.0,0.0,1027.5,8.8,15.1,era5
2024-01-01 03:00:00,-17.4,83,0.0,0.0,1027.7,9.8,17.3,era5
2024-01-01 04:00:00,-17.6,81,0.0,0.0,1028.2,9.0,17.3,era5
2024-01-01 05:00:00,-17.1,80,0.0,0.0,1028.5,8.3,15.8,era5
2024-01-01 06:00:00,-16.5,82,0.0,0.0,1028.6,9.4,18.7,era5
2024-01-01 07:00:00,-16.4,84,0.0,0.0,1028.4,9.5,18.7,era5
2024-01-01 08:00:00,-16.3,85,0.0,0.0,1028.5,10.2,20.2,era5
2024-01-01 09:00:00,-15.7,85,0.0,0.0,1028.5,10.1,20.9,era5
2024-01-01 10:00:00,-15.4,84,0.0,0.0,1028.4,10.8,21.2,era5
2024-01-01 11:00:00,-15.4,83,0.0,0.0,1028.4,11.9,23.0,era5
2024-01-01 12:00:00,-15.8,82,0.0,0.0,1028.6,13.0,25.2,era5
2024-01-01 13:00:00,-16.1,81,0.0,0.0,1028.4,13.3,25.9,era5
2024-01-01 14:00:00,-16.4,81,0.0,0.0,1028.5,13.0,25.9,era5
2024-01-01 15:00:00,-16.7,80,0.0,0.0,1028.6,13.0,25.6,era5
2024-01-01 16:00:00,-15.9,80,0.0,0.0,1028.5,13.0,27.4,era5
2024-01-01 17:00:00,-16.0,78,0.0,0.0,1028.6,13.0,25.9,era5
2024-01-01 18:00:00,-16.3,78,0.0,0.0,1028.7,13.1,26.6,era5
2024-01-01 19:00:00,-16.7,78,0.0,0.0,1028.7,13.1,26.3,era5
2024-01-01 20:00:00,-16.9,78,0.0,0.0,1028.6,13.5,27.0,era5
2024-01-01 21:00:00,-17.3,78,0.0,0.0,1028.5,13.1,27.0,era5
2024-01-01 22:00:00,-17.6,79,0.0,0.0,1028.4,12.7,25.9,era5
2024-01-01 23:00:00,-17.7,78,0.0,0.0,1028.4,12.3,25.2,era5
2024-01-02 00:00:00,-17.7,78,0.0,0.0,1028.4,12.3,24.8,era5
2024-01-02 01:00:00,-17.9,78,0.0,0.0,1028.5,11.9,24.1,era5
2024-01-02 02:00:00,-18.3,78,0.0,0.0,1028.4,11.2,23.0,era5
2024-01-02 03:00:00,-18.7,78,0.0,0.0,1028.2,10.1,21.2,era5
2024-01-02 04:00:00,-18.6,80,0.0,0.0,1028.4,11.2,22.7,era5
2024-01-02 05:00:00,-18.8,79,0.0,0.0,1028.3,11.2,21.6,era5
2024-01-02 06:00:00,-19.1,78,0.0,0.0,1028.2,10.1,21.6,era5
2024-01-02 07:00:00,-19.5,78,0.0,0.0,1028.2,9.7,19.1,era5
2024-01-02 08:00:00,-19.9,78,0.0,0.0,1028.1,10.1,19.1,era5
2024-01-02 09:00:00,-20.3,78,0.0,0.0,1028.2,10.1,19.4,era5
2024-01-02 10:00:00,-20.7,79,0.0,0.0,1028.2,9.7,19.4,era5
2024-01-02 11:00:00,-21.1,77,0.0,0.0,1028.2,8.0,18.4,era5
2024-01-02 12:00:00,-21.5,76,0.0,0.0,1028.0,8.4,14.8,era5
2024-01-02 13:00:00,-22.0,75,0.0,0.0,1027.5,6.6,13.7,era5
2024-01-02 14:00:00,-22.6,74,0.0,0.0,1027.2,5.5,11.9,era5
2024-01-02 15:00:00,-23.0,73,0.0,0.0,1027.1,5.9,12.2,era5
2024-01-02 16:00:00,-23.4,75,0.0,0.0,1027.1,7.3,12.6,era5
2024-01-02 17:00:00,-23.0,72,0.0,0.0,1027.0,8.3,12.6,era5
2024-01-02 18:00:00,-25.9,74,0.0,0.0,1026.6,9.4,13.7,era5
2024-01-02 19:00:00,-25.8,73,0.0,0.0,1026.3,8.7,13.3,era5
2024-01-02 20:00:00,-25.4,70,0.0,0.0,1026.2,8.3,12.6,era5
2024-01-02 21:00:00,-24.4,67,0.0,0.0,1025.7,7.2,11.5,era5
2024-01-02 22:00:00,-21.1,57,0.0,0.0,1025.2,5.8,10.8,era5
2024-01-02 23:00:00,-21.0,56,0.0,0.0,1024.8,5.4,9.0,era5
2024-01-03 00:00:00,-21.4,58,0.0,0.0,1024.5,5.4,9.0,era5
2024-01-03 01:00:00,-21.9,62,0.0,0.0,1024.1,5.4,8.6,era5
2024-01-03 02:00:00,-22.1,65,0.0,0.0,1023.7,6.1,9.4,era5
2024-01-03 03:00:00,-22.2,65,0.0,0.0,1023.5,6.8,10.4,era5
2024-01-03 04:00:00,-22.4,68,0.0,0.0,1022.9,8.6,11.9,era5
2024-01-03 05:00:00,-25.7,76,0.0,0.0,1022.2,10.9,14.8,era5
2024-01-03 06:00:00,-24.6,73,0.0,0.0,1022.0,10.1,14.8,era5
2024-01-03 07:00:00,-24.2,71,0.0,0.0,1021.8,10.1,14.0,era5
2024-01-03 08:00:00,-23.1,70,0.0,0.0,1021.6,9.8,14.0,era5
2024-01-03 09:00:00,-24.8,74,0.0,0.0,1021.4,10.7,14.8,era5
2024-01-03 10:00:00,-24.6,77,0.0,0.0,1021.2,10.3,15.1,era5
2024-01-03 11:00:00,-24.0,80,0.0,0.0,1021.2,10.1,14.4,era5
2024-01-03 12:00:00,-23.1,83,0.0,0.0,1021.0,9.9,14.0,era5
2024-01-03 13:00:00,-23.1,85,0.0,0.0,1020.7,9.5,13.3,era5
2024-01-03 14:00:00,-23.1,84,0.0,0.0,1020.3,8.5,13.0,era5
2024-01-03 15:00:00,-23.4,84,0.0,0.0,1020.0,7.9,11.9,era5
2024-01-03 16:00:00,-26.9,88,0.0,0.0,1019.6,10.5,14.4,era5
2024-01-03 17:00:00,-27.3,89,0.0,0.0,1019.2,10.8,14.4,era5
2024-01-03 18:00:00,-27.2,89,0.0,0.0,1018.9,11.2,15.1,era5
2024-01-03 19:00:00,-26.7,87,0.0,0.0,1018.9,11.2,15.5,era5
2024-01-03 20:00:00,-26.7,86,0.0,0.0,1018.6,11.3,15.1,era5
2024-01-03 21:00:00,-26.3,85,0.0,0.0,1018.3,10.9,15.1,era5
2024-01-03 22:00:00,-23.6,84,0.0,0.0,1017.9,9.6,15.1,era5
2024-01-03 23:00:00,-22.7,83,0.0,0.0,1017.8,8.0,13.3,era5
2024-01-04 00:00:00,-22.8,80,0.0,0.0,1017.5,7.3,11.9,era5
2024-01-04 01:00:00,-22.4,80,0.0,0.0,1017.4,5.6,10.8,era5
2024-01-04 02:00:00,-26.2,85,0.0,0.0,1017.1,7.9,11.5,era5
2024-01-04 03:00:00,-26.7,86,0.0,0.0,1016.8,9.5,13.7,era5
2024-01-04 04:00:00,-22.8,82,0.0,0.0,1016.4,7.6,11.5,era5
2024-01-04 05:00:00,-23.5,85,0.0,0.0,1016.1,8.2,12.2,era5
2024-01-04 06:00:00,-26.5,90,0.0,0.0,1015.7,9.2,13.3,era5
2024-01-04 07:00:00,-26.2,89,0.0,0.0,1015.3,8.4,13.3,era5
2024-01-04 08:00:00,-23.0,86,0.0,0.0,1015.2,6.6,12.6,era5
2024-01-04 09:00:00,-22.9,85,0.0,0.0,1015.0,7.1,10.8,era5
2024-01-04 10:00:00,-23.2,85,0.0,0.0,1014.8,7.6,11.5,era5
2024-01-04 11:00:00,-23.4,86,0.0,0.0,1014.9,7.6,11.5,era5
2024-01-04 12:00:00,-23.5,83,0.0,0.0,1014.8,8.4,12.6,era5
2024-01-04 13:00:00,-27.8,86,0.0,0.0,1014.3,10.0,14.4,era5
2024-01-04 14:00:00,-28.2,85,0.0,0.0,1013.9,10.5,15.5,era5
2024-01-04 15:00:00,-27.8,85,0.0,0.0,1013.6,9.9,15.5,era5
2024-01-04 16:00:00,-27.3,89,0.0,0.0,1013.5,9.2,14.4,era5
2024-01-04 17:00:00,-25.7,86,0.0,0.0,1013.3,8.7,13.7,era5
2024-01-04 18:00:00,-23.0,79,0.0,0.0,1012.9,7.9,13.3,era5
2024-01-04 19:00:00,-23.0,78,0.0,0.0,1012.6,7.2,11.9,era5
2024-01-04 20:00:00,-23.1,81,0.0,0.0,1012.4,6.8,11.2,era5
2024-01-04 21:00:00,-23.1,81,0.0,0.0,1012.3,7.3,11.2,era5
2024-01-04 22:00:00,-23.8,82,0.0,0.0,1012.3,8.1,11.9,era5
2024-01-04 23:00:00,-24.3,84,0.0,0.0,1012.1,7.9,11.9,era5
2024-01-05 00:00:00,-24.1,84,0.0,0.0,1012.0,7.6,11.9,era5
2024-01-05 01:00:00,-23.7,83,0.0,0.0,1011.7,7.2,11.5,era5
2024-01-05 02:00:00,-23.4,84,0.0,0.0,1011.5,6.6,11.2,era5
2024-01-05 03:00:00,-23.4,86,0.0,0.0,1011.3,6.9,11.2,era5
2024-01-05 04:00:00,-24.6,87,0.0,0.0,1010.8,10.1,14.0,era5
2024-01-05 05:00:00,-27.3,90,0.0,0.0,1010.6,11.2,15.1,era5
2024-01-05 06:00:00,-28.2,89,0.0,0.0,1010.4,11.9,16.2,era5
2024-01-05 07:00:00,-24.3,86,0.0,0.0,1010.3,9.5,16.2,era5
2024-01-05 08:00:00,-24.0,83,0.0,0.0,1010.5,7.6,13.7,era5
2024-01-05 09:00:00,-23.5,83,0.0,0.0,1010.7,6.7,11.5,era5
2024-01-05 10:00:00,-23.5,81,0.0,0.0,1010.6,6.4,10.8,era5
2024-01-05 11:00:00,-23.8,82,0.0,0.0,1010.8,7.3,11.2,era5
2024-01-05 12:00:00,-26.1,86,0.0,0.0,1010.9,9.6,13.7,era5
2024-01-05 13:00:00,-25.2,85,0.0,0.0,1011.0,9.3,14.0,era5
2024-01-05 14:00:00,-24.7,86,0.0,0.0,1011.2,7.7,13.3,era5
2024-01-05 15:00:00,-24.7,79,0.0,0.0,1011.4,7.4,11.5,era5
2024-01-05 16:00:00,-23.9,82,0.0,0.0,1011.5,7.3,11.9,era5
2024-01-05 17:00:00,-24.4,83,0.0,0.0,1011.8,6.8,10.8,era5
2024-01-05 18:00:00,-24.8,80,0.0,0.0,1012.1,6.2,10.1,era5
2024-01-05 19:00:00,-26.2,86,0.0,0.0,1012.2,7.6,10.8,era5
2024-01-05 20:00:00,-28.8,91,0.0,0.0,1012.7,9.2,12.2,era5
2024-01-05 21:00:00,-29.3,92,0.0,0.0,1013.4,10.4,14.4,era5
2024-01-05 22:00:00,-27.5,90,0.0,0.0,1014.0,8.1,14.8,era5
2024-01-05 23:00:00,-29.3,91,0.0,0.0,1014.4,11.2,15.5,era5
2024-01-06 00:00:00,-25.5,82,0.0,0.0,1015.0,8.7,14.8,era5
2024-01-06 01:00:00,-25.1,77,0.0,0.0,1015.5,10.4,16.9,era5
2024-01-06 02:00:00,-25.1,77,0.0,0.0,1015.7,10.1,16.9,era5
2024-01-06 03:00:00,-25.0,76,0.0,0.0,1015.9,10.9,18.4,era5
2024-01-06 04:00:00,-22.7,78,0.0,0.0,1016.6,11.5,21.6,era5
2024-01-06 05:00:00,-21.6,78,0.0,0.0,1016.9,11.5,21.6,era5
2024-01-06 06:00:00,-21.4,77,0.0,0.0,1017.2,10.8,21.6,era5
2024-01-06 07:00:00,-21.4,78,0.0,0.0,1017.5,10.4,20.2,era5
2024-01-06 08:00:00,-21.6,78,0.0,0.0,1018.0,10.8,20.5,era5
2024-01-06 09:00:00,-21.6,79,0.0,0.0,1018.3,10.2,20.5,era5
2024-01-06 10:00:00,-22.0,79,0.0,0.0,1018.4,8.7,18.7,era5
2024-01-06 11:00:00,-22.2,79,0.0,0.0,1019.0,7.6,16.2,era5
2024-01-06 12:00:00,-22.5,79,0.0,0.0,1019.1,8.0,14.4,era5
2024-01-06 13:00:00,-21.5,79,0.0,0.0,1019.6,7.5,16.2,era5
2024-01-06 14:00:00,-20.0,77,0.1,0.07,1019.5,7.1,15.5,era5
2024-01-06 15:00:00,-19.6,79,0.1,0.07,1019.9,6.7,13.3,era5
2024-01-06 16:00:00,-18.7,79,0.1,0.07,1020.3,8.3,16.9,era5
2024-01-06 17:00:00,-18.0,79,0.1,0.07,1020.6,7.6,15.8,era5
2024-01-06 18:00:00,-17.6,79,0.1,0.07,1020.4,4.9,13.7,era5
2024-01-06 19:00:00,-17.6,75,0.0,0.0,1020.1,3.7,8.3,era5
2024-01-06 20:00:00,-17.8,75,0.0,0.0,1019.8,2.2,5.4,era5
2024-01-06 21:00:00,-18.2,79,0.0,0.0,1019.4,4.1,5.8,era5
2024-01-06 22:00:00,-19.0,83,0.0,0.0,1019.2,2.4,6.5,era5
2024-01-06 23:00:00,-23.9,91,0.0,0.0,1019.5,7.4,10.1,era5
2024-01-07 00:00:00,-20.5,87,0.0,0.0,1019.0,5.8,11.5,era5
2024-01-07 01:00:00,-22.8,86,0.0,0.0,1018.5,5.5,10.4,era5
2024-01-07 02:00:00,-22.2,85,0.0,0.0,1018.3,7.4,11.9,era5
2024-01-07 03:00:00,-20.5,85,0.0,0.0,1018.2,6.5,12.6,era5
2024-01-07 04:00:00,-16.1,84,0.0,0.0,1018.1,11.9,21.6,era5
2024-01-07 05:00:00,-14.8,85,0.0,0.0,1018.2,15.5,28.8,era5
2024-01-07 06:00:00,-13.3,83,0.0,0.0,1018.5,18.5,37.8,era5
2024-01-07 07:00:00,-12.5,83,0.0,0.0,1018.5,16.6,37.4,era5
2024-01-07 08:00:00,-12.2,86,0.0,0.0,1019.0,15.0,34.2,era5
2024-01-07 09:00:00,-12.4,86,0.0,0.0,1019.6,13.0,30.2,era5
2024-01-07 10:00:00,-12.4,86,0.0,0.0,1020.1,11.5,25.9,era5
2024-01-07 11:00:00,-12.5,86,0.0,0.0,1020.5,10.4,23.0,era5
2024-01-07 12:00:00,-12.5,84,0.0,0.0,1020.6,7.2,20.2,era5
2024-01-07 13:00:00,-13.0,86,0.0,0.0,1020.5,5.1,13.3,era5
2024-01-07 14:00:00,-13.2,85,0.0,0.0,1020.1,6.1,7.9,era5
2024-01-07 15:00:00,-13.1,83,0.0,0.0,1019.8,4.0,9.0,era5
2024-01-07 16:00:00,-16.2,85,0.1,0.07,1018.4,5.2,9.7,era5
2024-01-07 17:00:00,-16.3,86,0.0,0.0,1018.2,9.0,13.3,era5
2024-01-07 18:00:00,-15.7,82,0.3,0.21,1017.0,10.8,19.1,era5
2024-01-07 19:00:00,-15.7,87,0.3,0.21,1015.9,11.2,20.2,era5
2024-01-07 20:00:00,-15.0,87,0.2,0.14,1014.6,11.6,19.8,era5
2024-01-07 21:00:00,-14.0,87,0.3,0.21,1013.1,12.0,20.9,era5
2024-01-07 22:00:00,-13.3,89,0.5,0.35,1012.0,8.6,21.2,era5
2024-01-07 23:00:00,-12.9,89,0.1,0.07,1010.7,6.3,15.1,era5
2024-01-08 00:00:00,-12.0,86,0.0,0.0,1009.8,4.0,10.8,era5
2024-01-08 01:00:00,-10.1,83,0.0,0.0,1009.2,5.6,10.4,era5
2024-01-08 02:00:00,-7.4,84,0.0,0.0,1008.6,11.7,21.6,era5
2024-01-08 03:00:00,-4.7,83,0.0,0.0,1008.5,19.2,38.9,era5
2024-01-08 04:00:00,-5.1,83,0.0,0.0,1008.8,22.9,47.9,era5
2024-01-08 05:00:00,-4.8,81,0.0,0.0,1009.3,24.5,51.5,era5
2024-01-08 06:00:00,-4.8,79,0.0,0.0,1010.2,25.0,52.9,era5
2024-01-08 07:00:00,-5.2,79,0.0,0.0,1011.2,23.9,52.9,era5
2024-01-08 08:00:00,-5.8,78,0.0,0.0,1012.1,22.8,50.8,era5
2024-01-08 09:00:00,-6.5,80,0.0,0.0,1013.3,21.8,47.9,era5
2024-01-08 10:00:00,-7.1,83,0.0,0.0,1014.4,20.8,46.1,era5
2024-01-08 11:00:00,-7.7,87,0.0,0.0,1015.4,19.2,43.6,era5
2024-01-08 12:00:00,-8.3,89,0.0,0.0,1016.1,18.5,39.6,era5
2024-01-08 13:00:00,-8.7,89,0.0,0.0,1016.8,17.4,38.2,era5
2024-01-08 14:00:00,-9.2,89,0.0,0.0,1017.3,16.1,35.3,era5
2024-01-08 15:00:00,-9.7,89,0.0,0.0,1017.8,14.3,32.4,era5
2024-01-08 16:00:00,-9.6,89,0.0,0.0,1018.1,13.7,31.0,era5
2024-01-08 17:00:00,-9.8,90,0.0,0.0,1018.1,10.6,27.0,era5
2024-01-08 18:00:00,-10.4,88,0.0,0.0,1017.8,6.1,20.2,era5
2024-01-08 19:00:00,-12.3,90,0.0,0.0,1017.9,6.5,10.8,era5
2024-01-08 20:00:00,-11.5,91,0.0,0.0,1017.5,4.3,9.0,era5
2024-01-08 21:00:00,-11.5,90,0.0,0.0,1016.6,3.3,6.5,era5
2024-01-08 22:00:00,-11.6,88,0.0,0.0,1016.2,6.8,7.6,era5
2024-01-08 23:00:00,-11.2,88,0.1,0.07,1015.8,5.2,9.4,era5
2024-01-09 00:00:00,-9.9,88,0.3,0.21,1014.8,8.4,14.4,era5
2024-01-09 01:00:00,-9.3,90,0.3,0.21,1013.7,9.2,18.0,era5
2024-01-09 02:00:00,-8.8,91,0.4,0.28,1012.7,10.3,20.2,era5
2024-01-09 03:00:00,-8.2,90,0.4,0.28,1011.8,11.2,22.7,era5
2024-01-09 04:00:00,-8.4,91,0.3,0.21,1011.2,10.8,21.2,era5
2024-01-09 05:00:00,-7.9,90,0.2,0.14,1010.7,10.6,21.6,era5
2024-01-09 06:00:00,-7.5,90,0.2,0.14,1010.1,11.8,24.5,era5
2024-01-09 07:00:00,-7.5,90,0.2,0.14,1009.6,11.5,25.2,era5
2024-01-09 08:00:00,-7.6,90,0.1,0.07,1009.2,11.0,23.4,era5
2024-01-09 09:00:00,-7.8,89,0.2,0.14,1009.3,10.5,22.7,era5
2024-01-09 10:00:00,-8.1,89,0.1,0.07,1010.0,8.7,22.0,era5
2024-01-09 11:00:00,-8.2,89,0.1,0.07,1011.1,7.6,17.6,era5
2024-01-09 12:00:00,-8.5,90,0.1,0.07,1011.6,6.0,15.5,era5
2024-01-09 13:00:00,-9.3,89,0.0,0.0,1012.5,5.4,11.5,era5
2024-01-09 14:00:00,-10.3,92,0.0,0.0,1013.1,5.6,9.7,era5
2024-01-09 15:00:00,-11.4,92,0.0,0.0,1013.6,3.9,9.7,era5
2024-01-09 16:00:00,-11.5,89,0.0,0.0,1014.2,8.1,15.5,era5
2024-01-09 17:00:00,-11.3,89,0.0,0.0,1015.0,7.7,16.9,era5
2024-01-09 18:00:00,-11.4,90,0.0,0.0,1015.7,8.0,15.8,era5
2024-01-09 19:00:00,-11.6,90,0.0,0.0,1016.1,7.2,15.8,era5
2024-01-09 20:00:00,-11.8,90,0.0,0.0,1016.3,6.3,15.5,era5
2024-01-09 21:00:00,-12.0,89,0.0,0.0,1016.2,6.4,13.3,era5
2024-01-09 22:00:00,-12.4,90,0.0,0.0,1016.3,4.0,11.2,era5
2024-01-09 23:00:00,-13.6,88,0.0,0.0,1016.2,6.2,8.3,era5
2024-01-10 00:00:00,-13.7,88,0.0,0.0,1016.2,6.5,8.6,era5
2024-01-10 01:00:00,-13.5,89,0.0,0.0,1016.2,6.6,10.1,era5
2024-01-10 02:00:00,-12.7,89,0.0,0.0,1015.7,3.7,8.6,era5
2024-01-10 03:00:00,-12.7,89,0.0,0.0,1015.0,2.6,5.0,era5
2024-01-10 04:00:00,-13.3,89,0.0,0.0,1014.9,2.7,6.1,era5
2024-01-10 05:00:00,-11.8,86,0.0,0.0,1014.0,5.2,5.8,era5
2024-01-10 06:00:00,-11.2,87,0.1,0.07,1012.9,5.9,8.6,era5
2024-01-10 07:00:00,-10.5,88,0.1,0.07,1011.4,8.0,15.8,era5
2024-01-10 08:00:00,-10.3,91,0.2,0.14,1010.1,8.7,16.9,era5
2024-01-10 09:00:00,-10.2,91,0.4,0.28,1008.2,10.1,17.6,era5
2024-01-10 10:00:00,-10.2,92,0.3,0.21,1006.6,8.8,19.1,era5
2024-01-10 11:00:00,-9.9,91,0.4,0.28,1005.8,6.8,17.3,era5
2024-01-10 12:00:00,-9.7,91,0.6,0.42,1004.2,5.5,11.9,era5
2024-01-10 13:00:00,-9.4,91,0.4,0.28,1002.8,4.2,9.7,era5
2024-01-10 14:00:00,-9.3,90,0.3,0.21,1001.7,4.1,7.6,era5
2024-01-10 15:00:00,-9.4,91,0.3,0.21,1001.0,5.6,11.9,era5
2024-01-10 16:00:00,-10.2,88,0.2,0.14,1001.0,10.0,20.5,era5
2024-01-10 17:00:00,-10.1,88,0.1,0.07,1001.5,12.5,25.9,era5
2024-01-10 18:00:00,-10.2,88,0.1,0.07,1002.1,12.5,26.3,era5
2024-01-10 19:00:00,-11.1,88,0.0,0.0,1002.9,16.2,31.0,era5
2024-01-10 20:00:00,-10.4,88,0.0,0.0,1004.2,18.0,37.1,era5
2024-01-10 21:00:00,-9.8,87,0.0,0.0,1004.7,15.2,36.7,era5
2024-01-10 22:00:00,-9.8,87,0.0,0.0,1005.5,15.1,31.3,era5
2024-01-10 23:00:00,-10.1,87,0.0,0.0,1006.2,15.1,31.7,era5
2024-01-11 00:00:00,-9.9,87,0.0,0.0,1006.8,18.3,37.1,era5
2024-01-11 01:00:00,-9.4,81,0.0,0.0,1007.0,19.1,39.6,era5
2024-01-11 02:00:00,-8.6,69,0.1,0.07,1007.3,21.7,45.7,era5
2024-01-11 03:00:00,-8.1,71,0.0,0.0,1007.7,22.6,47.9,era5
2024-01-11 04:00:00,-8.2,75,0.0,0.0,1008.4,21.1,50.8,era5
2024-01-11 05:00:00,-8.4,76,0.0,0.0,1009.8,19.2,45.0,era5
2024-01-11 06:00:00,-8.7,78,0.0,0.0,1011.1,18.0,40.0,era5
2024-01-11 07:00:00,-8.8,79,0.0,0.0,1012.5,17.6,37.8,era5
2024-01-11 08:00:00,-9.2,80,0.0,0.0,1013.8,16.6,36.4,era5
2024-01-11 09:00:00,-9.8,83,0.0,0.0,1015.0,15.5,34.6,era5
2024-01-11 10:00:00,-10.6,86,0.0,0.0,1015.9,14.6,31.7,era5
2024-01-11 11:00:00,-11.0,86,0.0,0.0,1016.8,14.4,28.8,era5
2024-01-11 12:00:00,-11.4,85,0.0,0.0,1017.4,14.6,28.8,era5
2024-01-11 13:00:00,-11.5,85,0.0,0.0,1017.3,15.6,30.6,era5
2024-01-11 14:00:00,-11.4,85,0.0,0.0,1017.6,16.1,32.0,era5
2024-01-11 15:00:00,-11.3,85,0.0,0.0,1017.7,16.9,33.5,era5
2024-01-11 16:00:00,-11.5,85,0.0,0.0,1017.6,16.5,33.5,era5
2024-01-11 17:00:00,-11.4,85,0.0,0.0,1017.0,16.3,32.8,era5
2024-01-11 18:00:00,-11.6,86,0.0,0.0,1016.4,15.5,32.0,era5
2024-01-11 19:00:00,-11.7,86,0.0,0.0,1015.9,14.9,31.0,era5
2024-01-11 20:00:00,-12.1,86,0.0,0.0,1015.4,14.8,29.5,era5
2024-01-11 21:00:00,-12.1,88,0.0,0.0,1014.7,14.9,30.2,era5
2024-01-11 22:00:00,-12.0,88,0.0,0.0,1014.3,15.4,31.3,era5
2024-01-11 23:00:00,-11.8,88,0.0,0.0,1013.8,16.3,33.1,era5
2024-01-12 00:00:00,-11.6,89,0.0,0.0,1013.5,15.4,33.1,era5
2024-01-12 01:00:00,-11.8,88,0.0,0.0,1013.4,15.3,31.3,era5
2024-01-12 02:00:00,-11.8,88,0.0,0.0,1013.1,13.4,31.0,era5
2024-01-12 03:00:00,-12.3,87,0.0,0.0,1012.8,12.0,27.0,era5
2024-01-12 04:00:00,-11.2,88,0.0,0.0,1012.7,13.4,27.4,era5
2024-01-12 05:00:00,-11.4,88,0.0,0.0,1012.6,14.2,28.8,era5
2024-01-12 06:00:00,-11.8,88,0.0,0.0,1012.5,14.8,29.5,era5
2024-01-12 07:00:00,-12.0,87,0.0,0.0,1012.8,15.2,30.6,era5
2024-01-12 08:00:00,-12.2,87,0.0,0.0,1013.2,15.3,31.0,era5
2024-01-12 09:00:00,-12.7,87,0.0,0.0,1013.4,14.9,31.0,era5
2024-01-12 10:00:00,-13.2,86,0.0,0.0,1014.0,14.9,30.6,era5
2024-01-12 11:00:00,-13.5,87,0.0,0.0,1014.5,14.3,29.9,era5
2024-01-12 12:00:00,-13.2,87,0.0,0.0,1014.6,15.4,31.0,era5
2024-01-12 13:00:00,-13.0,87,0.0,0.0,1014.6,15.1,31.0,era5
2024-01-12 14:00:00,-12.7,87,0.0,0.0,1014.7,15.3,31.0,era5
2024-01-12 15:00:00,-12.4,88,0.0,0.0,1014.7,15.8,32.4,era5
2024-01-12 16:00:00,-12.9,87,0.0,0.0,1014.5,17.3,36.4,era5
2024-01-12 17:00:00,-12.8,87,0.0,0.0,1014.2,17.2,35.6,era5
2024-01-12 18:00:00,-12.9,87,0.0,0.0,1014.0,16.1,34.6,era5
2024-01-12 19:00:00,-12.8,87,0.0,0.0,1013.2,14.2,32.0,era5
2024-01-12 20:00:00,-12.5,87,0.0,0.0,1012.5,14.2,28.8,era5
2024-01-12 21:00:00,-12.2,87,0.0,0.0,1011.8,13.7,29.2,era5
2024-01-12 22:00:00,-12.3,87,0.0,0.0,1011.3,13.4,27.4,era5
2024-01-12 23:00:00,-12.6,86,0.0,0.0,1010.5,11.3,27.0,era5
2024-01-13 00:00:00,-12.9,84,0.0,0.0,1009.7,9.3,22.7,era5
2024-01-13 01:00:00,-13.4,81,0.0,0.0,1008.6,7.5,18.0,era5
2024-01-13 02:00:00,-13.9,81,0.0,0.0,1008.1,9.0,16.2,era5
2024-01-13 03:00:00,-14.2,81,0.0,0.0,1007.1,6.6,15.8,era5
2024-01-13 04:00:00,-16.1,85,0.0,0.0,1005.9,5.9,11.9,era5
2024-01-13 05:00:00,-15.7,84,0.0,0.0,1004.5,4.8,10.4,era5
2024-01-13 06:00:00,-14.8,82,0.0,0.0,1003.3,5.8,10.8,era5
2024-01-13 07:00:00,-14.4,81,0.1,0.07,1002.2,4.9,10.1,era5
2024-01-13 08:00:00,-13.8,81,0.2,0.14,1001.3,5.6,11.2,era5
2024-01-13 09:00:00,-13.2,84,0.3,0.21,1000.1,5.8,11.5,era5
2024-01-13 10:00:00,-12.8,85,0.2,0.14,999.3,4.9,10.8,era5
2024-01-13 11:00:00,-12.6,85,0.1,0.07,998.5,5.1,9.4,era5
2024-01-13 12:00:00,-12.4,84,0.1,0.07,997.7,5.4,9.7,era5
2024-01-13 13:00:00,-12.4,83,0.1,0.07,996.8,7.4,12.6,era5
2024-01-13 14:00:00,-13.4,83,0.0,0.0,996.2,9.2,16.2,era5
2024-01-13 15:00:00,-14.2,84,0.0,0.0,995.8,10.8,19.8,era5
2024-01-13 16:00:00,-14.5,85,0.0,0.0,995.2,11.2,22.3,era5
2024-01-13 17:00:00,-14.4,85,0.0,0.0,994.8,11.7,23.0,era5
2024-01-13 18:00:00,-14.7,85,0.0,0.0,994.5,13.4,26.6,era5
2024-01-13 19:00:00,-13.8,86,0.0,0.0,994.1,13.0,27.4,era5
2024-01-13 20:00:00,-14.3,86,0.0,0.0,994.0,14.1,27.7,era5
2024-01-13 21:00:00,-13.9,86,0.0,0.0,994.1,14.8,29.2,era5
2024-01-13 22:00:00,-13.3,86,0.0,0.0,994.1,13.6,29.5,era5
2024-01-13 23:00:00,-12.8,86,0.0,0.0,994.1,12.6,27.4,era5
2024-01-14 00:00:00,-12.6,86,0.0,0.0,994.0,11.9,25.2,era5
2024-01-14 01:00:00,-13.0,86,0.0,0.0,993.9,11.3,23.8,era5
2024-01-14 02:00:00,-13.5,86,0.0,0.0,993.7,11.3,21.6,era5
2024-01-14 03:00:00,-13.4,86,0.0,0.0,993.6,11.9,23.0,era5
2024-01-14 04:00:00,-13.5,86,0.0,0.0,993.2,11.8,23.0,era5
